city,State,Revenue,Class,Month
Pittsburgh,PA,487,PiYo,8
Reading,PA,463.58,PiYo,8
New York City,NY,422.45,Yoga 201,8
Jamaica,NY,434.99,Insanity,8
Philadelphia,PA,284.99,Insanity,8
Albany,NY,130.1,Insanity,8
Bethlehem,PA,353.22,Insanity,8
Great Neck,NY,482.63,Insanity,8
New York City,NY,368.1,PiYo,8
New York City,NY,412.87,Yoga 201,8
Jersey City,NJ,399.11,Yoga 101,8
New York City,NY,279.64,Insanity,8
New Brunswick,NJ,225.57,Yoga 201,8
New York City,NY,135.87,Yoga 101,8
Trenton,NJ,295.91,Insanity,8
Philadelphia,PA,360.78,Spinning,8
Pittsburgh,PA,389.78,PiYo,8
Buffalo,NY,179.38,Spinning,8
Pittsburgh,PA,489.03,Yoga 201,8
Scranton,PA,497.69,Yoga 201,8
Albany,NY,295.39,Zumba,8
Allentown,PA,304.9,Spinning,8
New York City,NY,133.43,Insanity,8
Jamaica,NY,412.09,Yoga 201,8
New York City,NY,465.51,Insanity,8
New York City,NY,352.85,Insanity,8
Brooklyn,NY,445.84,Zumba,8
Yonkers,NY,276.27,Insanity,8
Bronx,NY,449.22,Zumba,8
New York City,NY,415.08,Insanity,8
Erie,PA,455.45,Spinning,8
White Plains,NY,430,PiYo,8
Rochester,NY,251.36,Yoga 201,8
Pittsburgh,PA,295.83,Insanity,8
Philadelphia,PA,472.42,Yoga 201,8
Brooklyn,NY,141.45,Yoga 101,8
New York City,NY,230.89,Zumba,8
Buffalo,NY,126.55,Insanity,8
Trenton,NJ,336.58,Zumba,8
Erie,PA,287.42,Yoga 201,8
New York City,NY,297.97,Spinning,8
Wilkes Barre,PA,242.66,Yoga 201,8
New York City,NY,150.98,Yoga 101,8
Erie,PA,141.41,Insanity,8
Jamaica,NY,198.2,Spinning,8
Trenton,NJ,352.72,Yoga 101,8
Albany,NY,206.06,PiYo,8
Utica,NY,166.51,Insanity,8
Albany,NY,397.03,Yoga 101,8
Bronx,NY,347.76,Insanity,8
New York City,NY,257.77,Zumba,8
Allentown,PA,135.9,Insanity,8
New York City,NY,259.88,Zumba,8
Philadelphia,PA,296.16,Insanity,8
Allentown,PA,448.71,Yoga 101,8
Philadelphia,PA,292.78,Zumba,8
New York City,NY,212.4,Zumba,8
Philadelphia,PA,180.84,Insanity,8
New York City,NY,458.44,Spinning,8
Buffalo,NY,443.19,Yoga 201,8
Jersey City,NJ,267.43,Spinning,8
Syracuse,NY,325.25,Yoga 201,8
New York City,NY,434.03,Insanity,8
Pittsburgh,PA,483.35,Yoga 201,8
Port Washington,NY,112.81,Spinning,8
Buffalo,NY,472.76,Yoga 101,8
Buffalo,NY,281.45,Spinning,8
Pittsburgh,PA,226.81,Zumba,8
Brooklyn,NY,480.14,Zumba,8
Philadelphia,PA,270.25,Insanity,8
New York City,NY,223.99,Insanity,8
New York City,NY,483.01,Zumba,8
Syracuse,NY,368.58,Zumba,8
Philadelphia,PA,162.37,Zumba,8
Newark,NJ,217.81,Spinning,8
New York City,NY,225.44,PiYo,8
Pittsburgh,PA,398.12,Spinning,8
New York City,NY,497.13,Yoga 201,8
New York City,NY,130.02,PiYo,8
Wilkes Barre,PA,466.33,PiYo,8
New York City,NY,137.19,Zumba,8
New York City,NY,271.58,Yoga 201,8
New York City,NY,107.46,Insanity,8
New York City,NY,426.35,Spinning,8
New York City,NY,392.67,Yoga 101,8
Mount Vernon,NY,335.06,PiYo,8
Erie,PA,453.43,PiYo,8
Philadelphia,PA,148.89,Spinning,8
Philadelphia,PA,331.42,Zumba,8
Flushing,NY,242.83,Yoga 201,8
New York City,NY,123.21,Yoga 201,8
Albany,NY,300.54,Yoga 201,8
Albany,NY,303.92,Insanity,8
Harrisburg,PA,318.56,PiYo,8
Rochester,NY,178.09,PiYo,8
Newark,NJ,224.1,Insanity,8
New York City,NY,477.08,Yoga 201,8
Trenton,NJ,209.07,Yoga 101,8
New York City,NY,481.81,Yoga 201,8
Jamaica,NY,285.73,Insanity,8
Syracuse,NY,150.11,Yoga 201,8
Schenectady,NY,353.51,Yoga 101,8
Jamaica,NY,240.06,Insanity,8
Schenectady,NY,397.51,Yoga 201,8
Pittsburgh,PA,287.82,PiYo,8
Newark,NJ,219.99,Zumba,8
Syracuse,NY,485.5,PiYo,8
Brooklyn,NY,132.19,PiYo,8
New York City,NY,464.82,Yoga 101,8
New York City,NY,153.79,Zumba,8
Syracuse,NY,280.82,Yoga 201,8
New York City,NY,271.65,Zumba,8
Camden,NJ,249.05,Yoga 201,8
Scranton,PA,178.24,Spinning,8
Albany,NY,113.01,Spinning,8
Buffalo,NY,407.29,Yoga 201,8
New Brunswick,NJ,291.64,Insanity,8
Philadelphia,PA,381.19,Yoga 201,8
New York City,NY,322.29,Insanity,8
New Brunswick,NJ,423.88,PiYo,8
Newark,NJ,308.73,Yoga 101,8
Elmira,NY,466.29,Yoga 201,8
New York City,NY,231.96,Zumba,8
Albany,NY,141.04,PiYo,8
Pittsburgh,PA,191.75,Yoga 201,8
Philadelphia,PA,377.48,Yoga 101,8
Jamaica,NY,206.44,Yoga 101,8
Philadelphia,PA,433.24,Yoga 101,8
Allentown,PA,402.86,Yoga 201,8
Allentown,PA,353.74,Spinning,8
Syracuse,NY,176.76,Zumba,8
Bronx,NY,452.21,Zumba,8
Albany,NY,494.68,Yoga 101,8
Harrisburg,PA,129.94,Yoga 201,8
Brooklyn,NY,272.88,PiYo,8
Harrisburg,PA,204.92,Yoga 101,8
Wilkes Barre,PA,241.41,Zumba,8
New York City,NY,491.68,Zumba,8
Flushing,NY,377.94,Yoga 101,8
New Brunswick,NJ,498.42,Spinning,8
Harrisburg,PA,291.54,Insanity,8
Buffalo,NY,218.76,Yoga 101,8
New York City,NY,295.56,Spinning,8
Lancaster,PA,233.63,Yoga 201,8
New Hyde Park,NY,435.43,Spinning,8
Trenton,NJ,427.18,Spinning,8
Philadelphia,PA,245.42,Yoga 101,8
Syracuse,NY,376.93,Yoga 201,8
Brooklyn,NY,443.41,Yoga 101,8
New York City,NY,280.77,Yoga 201,8
Paterson,NJ,225.34,PiYo,8
New York City,NY,425.21,Yoga 101,8
New York City,NY,147.27,Spinning,8
New York City,NY,319.79,Yoga 101,8
Brooklyn,NY,294.94,Spinning,8
New York City,NY,180.39,Insanity,8
Allentown,PA,186.44,Spinning,8
Buffalo,NY,304.41,Yoga 101,8
Albany,NY,303.65,PiYo,8
New York City,NY,278.02,Insanity,8
Brooklyn,NY,467,PiYo,8
Johnstown,PA,420.31,Yoga 201,8
Rochester,NY,435.44,Yoga 101,8
Pittsburgh,PA,181.08,Yoga 101,8
New York City,NY,349.66,PiYo,8
Albany,NY,218.23,Zumba,8
Albany,NY,493.76,PiYo,8
New York City,NY,202.35,Insanity,8
Pittsburgh,PA,174.2,Spinning,8
Pittsburgh,PA,114.04,Yoga 101,8
Bronx,NY,277.23,Insanity,8
New York City,NY,474.47,Spinning,8
Brooklyn,NY,185.77,Yoga 201,8
New York City,NY,183.62,Spinning,8
Philadelphia,PA,321.25,Zumba,8
New York City,NY,451.15,Spinning,8
New Castle,PA,243.04,Spinning,8
Buffalo,NY,217.53,Yoga 201,8
Philadelphia,PA,233.18,PiYo,8
Pittsburgh,PA,178.19,Zumba,8
Jamaica,NY,317.14,Zumba,8
Albany,NY,423.5,PiYo,8
Wilkes Barre,PA,429.25,Insanity,8
Philadelphia,PA,135.22,Insanity,8
Albany,NY,155.81,Yoga 201,8
New York City,NY,481.44,Spinning,8
Jamaica,NY,496.19,Insanity,8
Bronx,NY,467.01,Yoga 201,8
Jamaica,NY,149.12,Zumba,8
Albany,NY,133.47,Insanity,8
Trenton,NJ,197.68,Insanity,8
Brooklyn,NY,264.67,Yoga 201,8
New York City,NY,434.87,PiYo,8
Wilkes Barre,PA,469.75,Zumba,8
New York City,NY,334.9,Yoga 101,8
Jersey City,NJ,476.75,Yoga 101,8
New Hyde Park,NY,190.87,Insanity,8
New York City,NY,444.76,Yoga 201,8
Brooklyn,NY,169.3,Zumba,8
Pittsburgh,PA,360.05,Yoga 101,8
Erie,PA,126.52,Yoga 101,8
New York City,NY,207.63,PiYo,8
Mc Keesport,PA,201.18,Zumba,8
Bronx,NY,238.01,Zumba,8
Buffalo,NY,428.17,Yoga 201,8
New York City,NY,375.43,Insanity,8
New York City,NY,477.02,Spinning,8
Pittsburgh,PA,402.39,PiYo,8
New York City,NY,484.2,PiYo,8
Erie,PA,405.15,Yoga 201,8
Pittsburgh,PA,416.46,Zumba,8
Rochester,NY,209.32,Zumba,8
New York City,NY,478.34,PiYo,8
Buffalo,NY,294.11,Zumba,8
New York City,NY,363.14,Yoga 201,8
White Plains,NY,467.13,PiYo,8
Syracuse,NY,285.84,Yoga 101,8
Bronx,NY,464.49,Yoga 101,8
Philadelphia,PA,224.2,Yoga 201,8
Utica,NY,375,Insanity,8
Levittown,PA,403.01,Spinning,8
Bethlehem,PA,472.15,Yoga 101,8
New Brunswick,NJ,475.98,Insanity,8
New York City,NY,283.98,Yoga 201,8
Pittsburgh,PA,326.57,Zumba,8
New York City,NY,283.66,PiYo,8
New York City,NY,343.77,Yoga 101,8
Syracuse,NY,366.21,Yoga 101,8
Bronx,NY,418.08,Spinning,8
Buffalo,NY,146.94,Insanity,8
Pittsburgh,PA,378.47,Zumba,8
Pittsburgh,PA,296.32,Yoga 201,8
Buffalo,NY,397.57,Zumba,8
Philadelphia,PA,199.11,Yoga 201,8
Harrisburg,PA,384.86,Insanity,8
Brooklyn,NY,192.7,Spinning,8
Bronx,NY,381.6,Yoga 201,8
Buffalo,NY,365.06,Yoga 201,8
Jersey City,NJ,346.16,Insanity,8
Pittsburgh,PA,399.33,Yoga 101,8
Philadelphia,PA,100.77,Insanity,8
Erie,PA,277.55,Yoga 201,8
Jamaica,NY,492.53,Insanity,8
New York City,NY,421.34,Spinning,8
Pittsburgh,PA,103.43,Spinning,8
Albany,NY,348.78,Yoga 101,8
New York City,NY,468.06,Yoga 201,8
Rochester,NY,207.41,Spinning,8
Johnstown,PA,186.95,Insanity,8
Johnstown,PA,433.66,PiYo,8
Buffalo,NY,102.64,Spinning,8
Albany,NY,277.28,Insanity,8
Philadelphia,PA,382.75,Yoga 201,8
Trenton,NJ,194.4,PiYo,8
New York City,NY,346.04,Yoga 201,8
Rochester,NY,239.86,Yoga 101,8
Johnstown,PA,329.21,Insanity,8
Jamaica,NY,161.78,PiYo,8
Levittown,PA,162.07,Yoga 101,8
New York City,NY,493.18,Yoga 101,8
Rochester,NY,489.09,Yoga 201,8
Philadelphia,PA,213.16,Yoga 101,8
Rochester,NY,345.62,PiYo,8
Buffalo,NY,371.38,PiYo,8
New York City,NY,168.04,Spinning,8
Erie,PA,357.48,Insanity,8
Albany,NY,106.18,Yoga 101,8
Syracuse,NY,149.92,Yoga 101,8
Philadelphia,PA,178.69,Zumba,8
Trenton,NJ,485.36,Spinning,8
Lancaster,PA,375.84,Yoga 201,8
New York City,NY,286.27,Yoga 101,8
Buffalo,NY,279.91,Yoga 101,8
Albany,NY,429.85,Yoga 101,8
Paterson,NJ,262.79,PiYo,8
New York City,NY,237.71,PiYo,8
Pittsburgh,PA,273.49,PiYo,8
Rochester,NY,389.37,Spinning,8
New York City,NY,122.89,Zumba,8
Syracuse,NY,382.57,Zumba,8
New York City,NY,247.17,Zumba,8
Buffalo,NY,144.43,Yoga 201,8
Erie,PA,208.22,PiYo,8
Elizabeth,NJ,284.35,Zumba,8
New York City,NY,184.01,Zumba,8
New York City,NY,201.67,Yoga 101,8
Philadelphia,PA,128.32,Spinning,8
Buffalo,NY,176.57,Zumba,8
Allentown,PA,100.35,Yoga 201,8
Brooklyn,NY,488.76,Insanity,8
Utica,NY,316.39,Yoga 201,8
Albany,NY,107.32,Zumba,8
Pittsburgh,PA,461.8,Zumba,8
Buffalo,NY,350.41,Spinning,8
New York City,NY,191.42,Zumba,8
Pittsburgh,PA,442.74,PiYo,8
Jamaica,NY,322.93,Spinning,8
Pittsburgh,PA,236.14,Zumba,8
Bronx,NY,252.05,Yoga 101,8
New York City,NY,316.44,Yoga 101,8
Syracuse,NY,207.53,Yoga 101,8
Philadelphia,PA,189.84,Yoga 101,8
Brooklyn,NY,499.39,Zumba,8
Buffalo,NY,443.8,PiYo,8
Levittown,PA,320.92,Insanity,8
Paterson,NJ,106.59,Spinning,8
Pittsburgh,PA,410.9,Zumba,8
New York City,NY,276.06,Insanity,8
Philadelphia,PA,275.31,Spinning,8
Rochester,NY,303.44,Yoga 101,8
New York City,NY,408.47,Spinning,8
Bronx,NY,163.86,PiYo,8
Pittsburgh,PA,395.97,Spinning,8
Erie,PA,483.3,Insanity,8
Reading,PA,332.18,Insanity,8
New York City,NY,271.54,Insanity,8
Staten Island,NY,204.36,Yoga 201,8
New York City,NY,445.86,Zumba,8
Brooklyn,NY,235.42,PiYo,8
Syracuse,NY,149.12,Yoga 201,8
Bronx,NY,260,Zumba,8
Wilkes Barre,PA,183.38,Zumba,8
Brooklyn,NY,138.88,Yoga 101,8
New York City,NY,360.31,Insanity,8
Utica,NY,249.47,Insanity,8
Brooklyn,NY,463.05,Zumba,8
Philadelphia,PA,380.42,Insanity,8
Philadelphia,PA,234.52,Insanity,8
Lancaster,PA,497.29,Spinning,8
Newark,NJ,430.46,Zumba,8
Allentown,PA,256.77,Yoga 201,8
Newark,NJ,412.47,Spinning,8
Wilkes Barre,PA,410.11,PiYo,8
Philadelphia,PA,172.31,Zumba,8
New York City,NY,496.84,Yoga 101,8
Flushing,NY,317.59,Insanity,8
Buffalo,NY,303.43,Zumba,8
Jamaica,NY,490.86,Zumba,8
Philadelphia,PA,307.48,Spinning,8
New York City,NY,331.17,Yoga 101,8
New York City,NY,103.27,Yoga 101,8
Camden,NJ,171.26,PiYo,8
New York City,NY,115.31,Yoga 101,8
Elmira,NY,477.41,Yoga 101,8
Yonkers,NY,414.68,PiYo,8
Trenton,NJ,303.71,Zumba,8
Pittsburgh,PA,266.63,PiYo,8
New York City,NY,316.36,Insanity,8
New York City,NY,180.32,Insanity,8
New York City,NY,466.59,Yoga 101,8
Trenton,NJ,148.77,Spinning,8
Harrisburg,PA,272.37,Yoga 101,8
Jamaica,NY,121.22,PiYo,8
Syracuse,NY,485.09,Yoga 101,8
New York City,NY,383.38,Yoga 101,8
Elizabeth,NJ,273.18,PiYo,8
Erie,PA,297.69,Yoga 101,8
Harrisburg,PA,411.93,Yoga 101,8
Johnstown,PA,210.48,Yoga 201,8
Rochester,NY,202.82,Spinning,8
Rochester,NY,111.09,Spinning,8
York,PA,368.16,PiYo,8
Brooklyn,NY,238.06,PiYo,8
Scranton,PA,139.29,Yoga 201,8
Harrisburg,PA,147.33,Yoga 201,8
Albany,NY,156.38,Yoga 101,8
New York City,NY,184.98,Zumba,8
Philadelphia,PA,303.14,PiYo,8
Newark,NJ,299.93,Yoga 201,8
Jamaica,NY,219.24,Yoga 201,8
Pittsburgh,PA,446.36,PiYo,8
Bronx,NY,112.93,PiYo,8
Philadelphia,PA,375.04,Yoga 101,8
Albany,NY,478.95,PiYo,8
Erie,PA,109.33,Insanity,8
Albany,NY,415.33,PiYo,8
Rochester,NY,396.27,Yoga 201,8
Brooklyn,NY,343.22,Spinning,8
Rochester,NY,475.32,Zumba,8
Albany,NY,464.99,Yoga 101,8
Mc Keesport,PA,460.83,Zumba,8
Philadelphia,PA,472.32,Insanity,8
Reading,PA,153.47,Insanity,8
New York City,NY,130.25,PiYo,8
Brooklyn,NY,226.38,Yoga 201,8
Harrisburg,PA,360.8,Zumba,8
Mount Vernon,NY,286.83,Yoga 101,8
Brooklyn,NY,458.59,Insanity,8
Philadelphia,PA,445.43,Zumba,8
New York City,NY,453.07,PiYo,8
Scranton,PA,211.03,Yoga 201,8
Bronx,NY,390.19,Spinning,8
New York City,NY,242.06,Zumba,8
Bronx,NY,273.42,Spinning,8
Pittsburgh,PA,286.87,Insanity,8
Harrisburg,PA,147.95,Spinning,8
New York City,NY,249.76,Spinning,8
Allentown,PA,323.75,Zumba,8
Philadelphia,PA,449.98,Spinning,8
Syracuse,NY,339.6,Spinning,8
Flushing,NY,153.66,Spinning,8
Brooklyn,NY,459.05,Insanity,8
New York City,NY,181.97,Spinning,8
Erie,PA,357.74,PiYo,8
Philadelphia,PA,215,Spinning,8
New Castle,PA,202.89,Yoga 201,8
Bronx,NY,353.04,Zumba,8
Jersey City,NJ,332.97,Yoga 101,8
New Hyde Park,NY,470.92,Zumba,8
Rochester,NY,471.54,Insanity,8
Buffalo,NY,397.41,Spinning,8
Scranton,PA,162.06,Zumba,8
Albany,NY,363.8,Insanity,8
Reading,PA,193.06,Yoga 101,8
Albany,NY,269.64,Yoga 201,8
Erie,PA,300.27,Insanity,8
New York City,NY,342.94,Spinning,8
Pittsburgh,PA,102.98,Yoga 101,8
Harrisburg,PA,153.28,Insanity,8
Erie,PA,192.72,PiYo,8
Pittsburgh,PA,286.93,Yoga 201,8
Lancaster,PA,158.66,Spinning,8
Philadelphia,PA,189.71,PiYo,8
Jamaica,NY,376.78,Zumba,8
Jamaica,NY,475.59,Insanity,8
Jamaica,NY,380.27,Insanity,8
White Plains,NY,238.72,Zumba,8
New York City,NY,271.95,Insanity,8
Albany,NY,337.1,Insanity,8
New York City,NY,414.06,Zumba,8
New York City,NY,164.4,Yoga 201,8
Erie,PA,327.81,PiYo,8
Allentown,PA,199.47,Zumba,8
Schenectady,NY,255.2,PiYo,8
Albany,NY,100.02,PiYo,8
New York City,NY,205.17,PiYo,8
Buffalo,NY,242.65,Insanity,8
Elmira,NY,104.32,Spinning,8
Trenton,NJ,317.36,PiYo,8
Rochester,NY,123.71,Yoga 101,8
Philadelphia,PA,363.35,PiYo,8
Rochester,NY,264.66,Yoga 201,8
Newark,NJ,383.53,Insanity,8
Staten Island,NY,341.76,Spinning,8
Wilkes Barre,PA,338.05,Zumba,8
Syracuse,NY,417.86,Yoga 101,8
Pittsburgh,PA,383.1,Spinning,8
New York City,NY,493.19,Insanity,8
Buffalo,NY,303.33,Yoga 201,8
Paterson,NJ,100.77,Spinning,8
Bronx,NY,338.02,Zumba,8
Albany,NY,140.03,Yoga 101,8
Philadelphia,PA,296.81,Zumba,8
Harrisburg,PA,263.22,Zumba,8
New York City,NY,319.82,Spinning,8
Trenton,NJ,445.5,Insanity,8
Erie,PA,161.47,Spinning,8
White Plains,NY,428.8,Zumba,8
Brooklyn,NY,426.62,Yoga 201,8
Syracuse,NY,260.97,Yoga 101,8
Hicksville,NY,451.32,PiYo,8
New York City,NY,332.9,PiYo,8
Mc Keesport,PA,145.54,Yoga 201,8
Philadelphia,PA,158.9,Yoga 201,8
Trenton,NJ,463.4,Insanity,8
Reading,PA,198.44,PiYo,8
Pittsburgh,PA,153.83,Insanity,8
New York City,NY,369.18,Spinning,8
Bronx,NY,432.83,Insanity,8
Brooklyn,NY,349.73,Yoga 201,8
Brooklyn,NY,428.13,Zumba,8
Flushing,NY,341.15,Yoga 201,8
Brooklyn,NY,352.4,Yoga 201,8
Philadelphia,PA,369.26,Yoga 201,8
Allentown,PA,211.04,Yoga 101,8
Bethlehem,PA,175.96,PiYo,8
Syracuse,NY,391.46,Yoga 101,8
Pittsburgh,PA,215.15,Yoga 201,8
Philadelphia,PA,314.12,Spinning,8
New York City,NY,106.33,Insanity,8
Pittsburgh,PA,275.5,Yoga 201,8
Trenton,NJ,341.15,Zumba,8
New York City,NY,421.86,Yoga 201,8
Bronx,NY,279.31,Yoga 101,8
Mc Keesport,PA,233.27,Spinning,8
Levittown,PA,110.06,Yoga 101,8
Erie,PA,127.46,Spinning,8
Buffalo,NY,238.19,Yoga 101,8
Rochester,NY,235.03,Insanity,8
Trenton,NJ,313.95,Zumba,8
Elizabeth,NJ,247.3,Spinning,8
Jamaica,NY,331.59,Insanity,8
New York City,NY,494.82,PiYo,8
New York City,NY,438.86,Zumba,8
Wilkes Barre,PA,386.67,Zumba,8
White Plains,NY,283.72,Spinning,8
Philadelphia,PA,258.91,Insanity,8
Philadelphia,PA,419.66,Spinning,8
Scranton,PA,265.5,Zumba,8
New York City,NY,247.51,Insanity,8
Harrisburg,PA,286.55,Yoga 201,8
Port Washington,NY,288.72,PiYo,8
New York City,NY,103.31,Yoga 201,8
Wilkes Barre,PA,393.01,Spinning,8
New York City,NY,213.75,Yoga 201,8
Newark,NJ,440.63,Spinning,8
Levittown,PA,312.34,Yoga 201,8
Buffalo,NY,476.84,Yoga 101,8
Philadelphia,PA,179.85,Yoga 101,8
Philadelphia,PA,164.57,Yoga 201,8
Staten Island,NY,199.47,Yoga 101,8
Jamaica,NY,362.08,Spinning,8
Lancaster,PA,312.56,Yoga 201,8
Erie,PA,372.65,Yoga 201,8
Brooklyn,NY,422.18,Insanity,8
Paterson,NJ,481.44,PiYo,8
Lancaster,PA,168.76,Spinning,8
Allentown,PA,199.6,Zumba,8
New York City,NY,227.97,Yoga 101,8
New York City,NY,406.87,Zumba,8
Buffalo,NY,268.54,PiYo,8
Jamaica,NY,157.8,Yoga 201,8
Brooklyn,NY,193.61,Spinning,8
Elmira,NY,256.57,Yoga 101,8
Harrisburg,PA,270.82,Insanity,8
New York City,NY,433.88,Yoga 201,8
Albany,NY,272,Yoga 201,8
Jersey City,NJ,175.52,Zumba,8
Philadelphia,PA,311.5,Zumba,8
New York City,NY,133.76,PiYo,8
Lancaster,PA,396.39,Insanity,8
Pittsburgh,PA,344.12,Spinning,8
New Hyde Park,NY,131.76,Insanity,8
Pittsburgh,PA,418.3,PiYo,8
Albany,NY,382.3,Yoga 201,8
New York City,NY,325.85,PiYo,8
Rochester,NY,387.93,Spinning,8
Staten Island,NY,325.69,Yoga 201,8
Jamaica,NY,452.66,Zumba,8
Bethlehem,PA,472.9,Spinning,8
White Plains,NY,344.38,Zumba,8
Wilkes Barre,PA,371.79,Spinning,8
New York City,NY,214.56,Yoga 201,8
Albany,NY,360.22,Yoga 101,8
Philadelphia,PA,356.33,Yoga 101,8
Pittsburgh,PA,250.9,Spinning,8
Mc Keesport,PA,434.89,Zumba,8
Valley Forge,PA,294.14,Yoga 201,8
Philadelphia,PA,447.66,Spinning,8
Rochester,NY,360,Spinning,8
Brooklyn,NY,149.18,Spinning,8
Jamaica,NY,273.88,Yoga 201,8
Brooklyn,NY,112.75,Yoga 201,8
York,PA,129.08,Yoga 201,8
White Plains,NY,313.84,Zumba,8
New Brunswick,NJ,454.04,Spinning,8
Buffalo,NY,105.71,Yoga 101,8
Brooklyn,NY,393.05,Yoga 201,8
Brooklyn,NY,263.93,Insanity,8
New York City,NY,286.92,Spinning,8
Johnstown,PA,179.65,Insanity,8
Philadelphia,PA,168.06,Spinning,8
New York City,NY,202.75,PiYo,8
New York City,NY,428.49,Zumba,8
Jamaica,NY,405.52,Yoga 101,8
Utica,NY,226.62,Zumba,8
New York City,NY,138.22,PiYo,8
New York City,NY,277.76,PiYo,8
Philadelphia,PA,208.99,Spinning,8
New Hyde Park,NY,234.68,Zumba,8
New Castle,PA,305.61,Yoga 201,8
Albany,NY,364.46,PiYo,8
Rochester,NY,193.13,Zumba,8
Brooklyn,NY,435.49,Yoga 201,8
New Brunswick,NJ,219.23,PiYo,8
New Brunswick,NJ,134.83,PiYo,8
Staten Island,NY,488.35,Insanity,8
Albany,NY,327.73,Yoga 101,8
New York City,NY,494.89,Spinning,8
Buffalo,NY,341.37,PiYo,8
Johnstown,PA,226.67,Insanity,8
Rochester,NY,227.15,PiYo,8
Brooklyn,NY,313.82,Yoga 201,8
Rochester,NY,422.92,Yoga 101,8
Pittsburgh,PA,452.52,PiYo,8
Erie,PA,413.49,Zumba,8
Brooklyn,NY,178.66,PiYo,8
Rochester,NY,238.3,Spinning,8
Wilkes Barre,PA,260.29,Zumba,8
Erie,PA,422.45,Spinning,8
New York City,NY,311.49,Yoga 201,8
Harrisburg,PA,242.97,Spinning,8
Philadelphia,PA,306.08,Yoga 101,8
New Castle,PA,193.51,Yoga 101,8
Syracuse,NY,431.07,PiYo,8
Johnstown,PA,311.03,Yoga 101,8
New York City,NY,337.89,PiYo,8
Rochester,NY,121.54,PiYo,8
Albany,NY,418.65,Yoga 201,8
Philadelphia,PA,149.23,Spinning,8
Philadelphia,PA,390.83,Zumba,8
Buffalo,NY,395.9,PiYo,8
Philadelphia,PA,453.15,Spinning,8
New York City,NY,314.86,PiYo,8
New York City,NY,277.54,Yoga 101,8
Brooklyn,NY,411.42,Yoga 101,8
New York City,NY,426.2,Yoga 201,8
Trenton,NJ,378.85,PiYo,8
New York City,NY,434.51,Yoga 101,8
New York City,NY,275.12,Insanity,8
New York City,NY,304.92,Yoga 201,8
New York City,NY,398.09,Zumba,8
Pittsburgh,PA,100.38,Yoga 101,8
New York City,NY,203.55,Zumba,8
New York City,NY,118,Yoga 201,8
Syracuse,NY,146.82,Yoga 101,8
Wilkes Barre,PA,138.97,Zumba,8
Rochester,NY,204.3,Insanity,8
Erie,PA,122.25,Yoga 201,8
Pittsburgh,PA,154.26,Yoga 201,8
Camden,NJ,341.61,Yoga 201,8
Jamaica,NY,142.71,Yoga 101,8
Pittsburgh,PA,257.24,Yoga 201,8
Trenton,NJ,320.38,Spinning,8
New York City,NY,108.2,Yoga 201,8
Albany,NY,263.26,PiYo,8
Brooklyn,NY,235.34,Insanity,8
New York City,NY,236.8,Yoga 101,8
Mount Vernon,NY,374.4,Yoga 201,8
Trenton,NJ,234.86,Yoga 201,8
Pittsburgh,PA,339.52,PiYo,8
White Plains,NY,177.02,Zumba,8
New York City,NY,453.99,Yoga 201,8
New York City,NY,310.13,Zumba,8
Erie,PA,137.58,Yoga 201,8
Yonkers,NY,365.31,Spinning,8
Philadelphia,PA,418.07,Spinning,8
Rochester,NY,237.35,Yoga 101,8
Brooklyn,NY,402.71,Spinning,8
Bronx,NY,317.76,PiYo,8
Wilkes Barre,PA,497.31,Zumba,8
Rochester,NY,349.5,Yoga 201,8
Scranton,PA,208.26,Yoga 201,8
New York City,NY,234.46,Zumba,8
Johnstown,PA,355.85,Zumba,8
Staten Island,NY,478.6,Yoga 201,8
Pittsburgh,PA,245.35,Zumba,8
New York City,NY,154.53,PiYo,8
Albany,NY,186.8,Spinning,8
Pittsburgh,PA,173.74,Yoga 201,8
Brooklyn,NY,263.01,Yoga 201,8
Trenton,NJ,376.91,Zumba,8
Albany,NY,159.72,Yoga 201,8
Jamaica,NY,243.33,Insanity,8
New York City,NY,401.69,Zumba,8
New York City,NY,118.5,Yoga 101,8
New York City,NY,171.62,Yoga 101,8
New York City,NY,468.36,PiYo,8
Philadelphia,PA,131.03,PiYo,8
New York City,NY,240.56,Yoga 101,8
Elmira,NY,371.74,Insanity,8
Trenton,NJ,125.35,Spinning,8
New York City,NY,334.21,Yoga 201,8
Camden,NJ,311.83,PiYo,8
Rochester,NY,466.67,Zumba,8
Buffalo,NY,433.75,PiYo,8
New York City,NY,358.22,Insanity,8
Buffalo,NY,494.9,Spinning,8
Erie,PA,366.56,PiYo,8
New York City,NY,449.53,Zumba,8
Harrisburg,PA,339.7,Yoga 101,8
Bronx,NY,180.35,Zumba,8
New York City,NY,303.46,Yoga 101,8
Albany,NY,312.46,PiYo,8
New York City,NY,328.23,Insanity,8
Philadelphia,PA,352.22,Zumba,8
Wilkes Barre,PA,200.13,PiYo,8
Jamaica,NY,446.39,PiYo,8
New York City,NY,226.49,Yoga 201,8
Bronx,NY,140.78,PiYo,8
Valley Forge,PA,231.55,Spinning,8
Bronx,NY,190.32,PiYo,8
New York City,NY,329.02,Yoga 101,8
Rochester,NY,364.03,Zumba,8
Newark,NJ,317.24,Zumba,8
Schenectady,NY,190.3,Yoga 201,8
Camden,NJ,498.74,Yoga 201,8
Philadelphia,PA,224.51,Spinning,8
